X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,BAD,B1,Y,business_score,S,Y_obs,p_accept,ipw,ipw_norm
2.5648269914332182,0.7999869383132384,1.303589684901777,-1.1527406041754031,-0.6202494731987623,-1.4097446601587649,-2.1253038426697866,0.20173283369991207,-1.1370986793696074,-0.9031738837492127,BAD,1,1,1.5942405936372894,1,1.0,0.8610517852696585,1.161370334638847,0.27139472674871856
1.1796347300120849,0.6389983519048215,1.1711459908392754,0.21556321371090678,-0.6035529609485297,0.5716044585762923,1.360314653953634,-1.0966023597923305,0.2384098393522733,0.5327852033473661,BAD,1,1,0.8990721285152184,1,1.0,0.5449593371825634,1.834999295855713,0.42881165260495374
0.2536320175862101,0.26274541916824623,-0.7425945281994815,-0.13718507178161649,-0.3498657271264184,0.7500114359244681,-0.5136692983521769,-0.5829623911456027,1.468630676215497,0.1454488576072447,BAD,1,1,0.11657889178405823,0,,0.15802913192814194,6.3279471816292325,6.3279471816292325
-1.9899921801787537,-1.0244698945624542,-0.7787312876838084,-2.4854216723645184,-1.0776544373364145,-1.420034018325001,1.5361952383822592,2.0905820190061566,-1.3773057955142254,1.0732452145615914,BAD,1,1,-1.56487328315154,0,,0.003436340435277825,291.0072557811493,291.0072557811493
-0.6747643923095773,0.030968434406720712,-0.7656006677080414,-0.6387491463901703,1.1695530002724912,1.633275617664183,-0.7435426682048073,0.4367026499449014,0.9062252881753431,-1.2213248493462245,GOOD,1,0,-0.37661085805855965,0,,0.08037224596167282,12.442105953799908,12.442105953799908
0.6363177555180423,1.6506105751542899,-1.8827391233856279,1.3157324260086198,-0.33750264324332296,-0.39040121423881363,1.1464879638124925,0.13277769142147758,-1.8981997649674243,1.01715782762861,BAD,1,1,0.6832031549241127,1,1.0,0.4225580082769814,2.3665389849729523,0.5530244591331417
-0.3834743981091137,-0.49492051037651213,-0.12232105489847837,0.5252702106011012,0.14413958583356096,-1.3227254884087887,-0.04961878313036613,-0.24900450820725978,1.0628652193478203,-0.549531675102533,BAD,0,1,-0.31239441012730124,0,,0.06324697995530607,15.811031620903595,15.811031620903595
-0.9277617994793353,-0.05690046980354397,0.007095822894843566,-0.49605409842444115,-0.0200837022878758,0.31638457302563866,-0.6635399879338102,-0.21816202707972904,0.7295016081057286,0.46285694675732564,BAD,1,1,-0.5042342673674174,0,,0.041314545590799785,24.204550375659633,24.204550375659633
0.10231050049917971,0.6632242615233166,-0.5880879863660157,-0.8454685315813145,0.18682098830455185,-0.44304189801291277,1.1033339039946561,0.22789964574448887,-1.217178994713086,0.49360549130043635,BAD,0,1,0.16594753228575415,0,,0.17512712957276994,5.710137558010244,5.710137558010244
1.1004386976685816,-0.37645753439298796,0.8073026077314139,0.4183621416917033,1.4638527582890666,0.47136045589126135,-0.286750995826124,-0.9289270836856749,1.565735932472042,1.308437351540029,BAD,0,1,0.630754646164132,0,,0.3868110172442293,2.5852417729058845,2.5852417729058845
-1.0039370428589809,-0.9538387413790218,0.01193790897870703,1.487490818408617,-1.1402749826268972,-0.40018299115479494,-1.9101642901848643,0.03143702474688055,0.5903982670900252,0.7592353073833891,GOOD,1,0,-0.765819793779719,0,,0.03302877116553174,30.276633514103693,30.276633514103693
0.8577119645079005,-0.9440023741166319,0.757795642158546,2.4745102711727474,-1.1583585363154232,-1.3959100643451463,-0.4818003549142888,1.140903818718541,0.5108418172026251,0.059882672579394405,BAD,0,1,0.3069894506234598,0,,0.2243575707621334,4.457170741344013,4.457170741344013
0.7033535993264242,-0.8811653547482005,-0.8634074462624076,1.8464546786241582,0.21235121461046078,-1.1453714322082218,0.7542049524166674,0.12946510057155114,-2.3488908465212663,-0.7963373668827963,GOOD,1,0,0.11849054442630128,0,,0.2174807509607356,4.598108088106344,4.598108088106344
1.8404854317493091,0.8162966609498616,0.24015099483488148,1.4126279741383028,0.26828061437881073,-1.985572395100393,-0.07775726556080484,-0.5838894193164164,-0.2982376505961686,-0.6741276924573802,BAD,1,1,1.2961237369967054,1,1.0,0.7550683389668311,1.3243834344429164,0.30948842895400575
-1.0945571896156956,-0.24134874955198468,-0.5951138391567017,-0.9828118947823061,0.08822993442548499,-0.6027593698237138,1.1255554529825982,0.9270532988002531,-2.2691569946862655,-0.34817063773317436,BAD,0,1,-0.7244434113053038,0,,0.024910272072964115,40.144081809741884,40.144081809741884
-1.288468242885334,-0.060609210003322055,1.1680118537959414,0.9199105293727423,0.2234612009995487,0.9395371906525353,0.9479294300780604,0.6365422146413934,-1.9841195830994607,1.783375635500735,BAD,0,1,-0.4870765560573423,0,,0.043020491504057505,23.244736753081597,23.244736753081597
0.11726251279466156,-0.5088280505679531,0.05622426168019664,0.11503995419386834,0.006948720229944149,-0.004187720341121327,0.6615532687429645,-0.8550331016043872,-1.834505461405178,-0.8417247190431978,BAD,0,1,-0.0715667524409543,0,,0.10646767657220367,9.39252205172173,9.39252205172173
