X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,BAD,B1
-1.2490502553982856,-0.35208141046470076,-0.7820220930894413,0.617826417710527,-0.09572834556383959,-0.490484700122345,-1.1893702305575986,-0.4032458787304182,0.30562771528481253,-0.4480630012499793,GOOD,1
1.5851989744076145,0.14504744006622558,-1.535664156648175,-0.9111347195747762,-1.65728997826716,0.26957779157288864,-1.211857126643753,0.836707017915773,0.49511111399740154,1.8017067873558714,GOOD,0
-0.8106250246873502,1.0069906096837027,0.08999068837409971,0.10272571289226011,-0.475907761364144,-0.8321299612767319,-1.9674599064834444,-1.0621311221316174,0.10196919308047675,0.006226684260274963,GOOD,0
0.3593770805852839,-0.4515607809564461,-1.2063036065141917,0.6104736794698743,-0.05003530244547877,0.6800911816236259,1.5109804448118171,-1.5691286607624775,-0.7846524095399988,0.218391725876423,BAD,1
0.9371605137585963,2.188329826539088,0.6077409070139935,0.35053503308080153,0.580762259655672,-1.8199356619024767,0.3724931985067792,-1.9162617215710445,0.4414153453168653,-0.6551525212737785,BAD,0
-1.1464029781477771,1.224131923873695,1.0423762133250964,-1.9610576443840446,-0.8429388035953882,-0.06666592468320875,-0.8117156841861971,-0.573189678103477,1.0161358669744782,-1.2006695376630125,BAD,0
-0.19000279066378753,-2.2905841678362866,-0.6191668139935752,-1.9002749365336036,0.2787484205120585,-1.3438834268324185,-1.3659981935712882,2.2974747937907005,0.9257350611511133,0.6530538266124225,GOOD,0
-1.1395262450814345,0.9975204412438675,-1.7132099659584505,1.0997038406376756,0.06078839703413538,-0.2596609339163702,-0.8523513151765881,-0.08691216634671778,1.1843436811499235,1.3229444081739097,BAD,0
0.2715187083808111,0.004299364312088348,-1.979508794315469,-0.5757179184720986,0.4181513192743856,-0.5722172837233725,-0.3603186003028285,0.4623445328270493,-1.14218253397128,1.7778737963467435,GOOD,1
0.15817286105706554,1.6169381690414113,0.6405659788427692,-0.16672497793569888,-0.06402812526643369,-1.0471839057996009,0.14492395445744916,-1.6971594757913884,1.4554204645566353,1.4517533250212515,BAD,0
